time,value,lag_1,lag_2,rolling_mean,rolling_std
0,50.993428306022466,50.993428306022466,50.993428306022466,52.884888541473934,2.1458537649808376
1,50.721805564125916,50.993428306022466,50.993428306022466,52.884888541473934,2.1458537649808376
2,53.28207038415199,50.721805564125916,50.993428306022466,52.884888541473934,2.1458537649808376
3,56.00126177942945,53.28207038415199,50.721805564125916,52.884888541473934,2.1458537649808376
4,53.425876673639834,56.00126177942945,53.28207038415199,52.884888541473934,2.1458537649808376
5,54.325981472143674,53.425876673639834,56.00126177942945,53.551399174698176,1.9168136590613774
6,58.804850364965134,54.325981472143674,53.425876673639834,55.16800813486602,2.3033521860165207
7,57.97704633068273,58.804850364965134,54.325981472143674,56.10700332417216,2.2992987914577827
8,56.234612137125325,57.97704633068273,58.804850364965134,56.15367339571134,2.2989841227468415
9,58.91838918344676,56.234612137125325,57.97704633068273,57.25217589767273,1.9564350029135023
10,57.48787446245404,58.91838918344676,56.234612137125325,57.884554495734804,1.0958989715649619
11,57.98061409347384,57.48787446245404,58.91838918344676,57.71970724143654,0.9785688653150012
12,59.80431540280433,57.98061409347384,57.48787446245404,58.085161055860866,1.3639990307782721
13,55.809021364856335,59.80431540280433,57.98061409347384,58.00004290140706,1.5134421458302496
14,56.404661634858535,55.809021364856335,59.80431540280433,57.497297391689415,1.5492050194626166
15,58.8503748075586,56.404661634858535,55.809021364856335,57.769797460710336,1.6627983215780024
16,57.9700737897462,58.8503748075586,56.404661634858535,57.767689399964794,1.6624708846091332
17,60.54514276971523,57.9700737897462,58.8503748075586,57.91585487334699,1.90472271452273
18,57.92242815773953,60.54514276971523,57.9700737897462,58.33853623192363,1.514915228486652
19,56.63839347420357,57.92242815773953,60.54514276971523,58.38528259979263,1.4421824540356043
20,62.024271806099925,56.63839347420357,57.92242815773953,59.02006199950089,2.1983384733327043
21,58.18054106551566,62.024271806099925,56.63839347420357,59.062155454654786,2.175099367642814
22,58.22002044757175,58.18054106551566,62.024271806099925,58.597130990226084,2.0219378246758297
23,54.60755574934029,58.22002044757175,58.18054106551566,57.934156508546245,2.72106326374221
24,55.665866356461144,54.60755574934029,58.22002044757175,57.73965108499775,2.867652250320725
25,56.2065666204593,55.665866356461144,54.60755574934029,56.57611004786962,1.5903578403446923
26,52.85302656337004,56.2065666204593,55.665866356461144,55.510607147440496,1.9829032899663825
27,55.025194839029645,52.85302656337004,56.2065666204593,54.87164202573208,1.282667569351808
28,52.14860412172144,55.025194839029645,52.85302656337004,54.37985170020831,1.7830346055092365
29,51.80910579255327,52.14860412172144,55.025194839029645,53.60849958742674,1.9168222422762085
30,50.20778685613988,51.80910579255327,52.14860412172144,52.408743634562846,1.7546119994448743
31,54.120362993350774,50.20778685613988,51.80910579255327,52.662210920559005,1.9187025731976095
32,49.389264116248334,54.120362993350774,50.20778685613988,51.53502477600274,1.8372141287884258
33,46.30712120065572,49.389264116248334,54.120362993350774,50.3667281917896,2.8996264697497067
34,49.08967880393807,46.30712120065572,49.389264116248334,49.82284279406655,2.8152566500604417
35,44.05048042316176,49.08967880393807,46.30712120065572,48.59138150747093,3.784579928176701
36,45.99252275706098,44.05048042316176,49.08967880393807,46.96581346021297,2.25079175419908
37,40.78229834315552,45.99252275706098,44.05048042316176,45.24442030559441,3.0745336329224138
38,41.22504899277595,40.78229834315552,45.99252275706098,44.228005864018456,3.4522293236620207
39,43.516060879898504,41.22504899277595,40.78229834315552,43.113282279210544,2.140648718592098
40,43.90890820691154,43.516060879898504,41.22504899277595,43.084967835960505,2.126039714055316
41,42.159965451735836,43.90890820691154,43.516060879898504,42.31845637489547,1.373338464731778
42,41.05294571108764,42.159965451735836,43.90890820691154,42.37258584848189,1.301087996353993
43,40.23613324132687,41.05294571108764,42.159965451735836,42.174802698192075,1.5671086378861137
44,37.52693528036999,40.23613324132687,41.05294571108764,40.97697757828637,2.369234626731897
45,38.785010406559614,37.52693528036999,40.23613324132687,39.95219801821598,1.8310330419731202
46,39.14181242174578,38.785010406559614,37.52693528036999,39.34856741221798,1.357513005016667
47,42.11501187679682,39.14181242174578,38.785010406559614,39.56098064535981,1.7243896686240672
48,40.725590490778515,42.11501187679682,39.14181242174578,39.658872095250146,1.7851225659199565
49,36.649393563031204,40.725590490778515,42.11501187679682,39.483363751782385,2.067875773682864
50,41.058925192158206,36.649393563031204,40.725590490778515,39.93814670890211,2.125147031896872
51,39.97168861589004,41.058925192158206,36.649393563031204,40.10412194773095,2.079317044838426
52,39.81160944218655,39.97168861589004,41.058925192158206,39.6434414608089,1.751784104545295
53,42.900678155442726,39.81160944218655,39.97168861589004,40.07845899374175,2.278559483959114
54,44.334354169432025,42.900678155442726,39.81160944218655,41.615451115021905,1.9563846376507061
55,44.807156982528475,44.334354169432025,42.900678155442726,42.36509747309596,2.3652262224114264
56,42.008898574831505,44.807156982528475,44.334354169432025,42.772539464884254,1.9965975525090998
57,43.8747198223212,42.008898574831505,44.807156982528475,43.58516154091119,1.1282208223034753
58,46.01650506866955,43.8747198223212,42.008898574831505,44.20832692355655,1.465671115041556
59,48.21232360594236,46.01650506866955,43.8747198223212,44.98392081085862,2.323851568281644
60,46.247496542320164,48.21232360594236,46.01650506866955,45.27198872281696,2.3849322324886173
61,47.80705700395141,46.247496542320164,48.21232360594236,46.43162040864094,1.718043411598749
62,46.95643602381298,47.80705700395141,46.247496542320164,47.047963648939295,0.9545926525028876
63,47.77572575668216,46.95643602381298,47.80705700395141,47.399807786541814,0.7892635690436037
64,52.79054369329333,47.77572575668216,46.95643602381298,48.31545180401201,2.5835818039882392
65,54.8636799380198,52.79054369329333,47.77572575668216,50.03868848315194,3.551573919425787
66,52.97139339197311,54.8636799380198,52.79054369329333,51.071555760756276,3.490745413880727
67,56.055565001950036,52.97139339197311,54.8636799380198,52.89138155638368,3.165774874058729
68,55.66440556148135,56.055565001950036,52.97139339197311,54.46911751734352,1.513439482782854
69,54.49415813467176,55.66440556148135,56.055565001950036,54.809840405619205,1.2004741551715103
70,57.292657198204715,54.49415813467176,55.66440556148135,55.295635857656194,1.639058206191526
71,60.3657635341907,57.292657198204715,54.49415813467176,56.774509886099715,2.242476135334954
72,57.86502656027162,60.3657635341907,57.292657198204715,57.13640219776403,2.2434522233702814
73,61.63365351791366,57.86502656027162,60.3657635341907,58.330251789050486,2.7867733411808646
74,53.747590749936776,61.63365351791366,57.86502656027162,58.1809383121035,3.0511521480713446
75,61.02380477649784,53.747590749936776,61.63365351791366,58.92716782776212,3.2305832162935118
76,59.853290856791205,61.02380477649784,53.747590749936776,58.82467329228221,3.1812848143052377
77,59.28366763783827,59.853290856791205,61.02380477649784,59.108401507795556,3.1372574701687377
78,60.16895500681705,59.28366763783827,59.853290856791205,58.81546180557623,2.902083105310643
79,56.01427558919593,60.16895500681705,59.28366763783827,59.26879877342806,1.9251039290557095
80,59.45423869055879,56.01427558919593,60.16895500681705,58.95488555624024,1.6797123937665324
81,60.41312325147435,59.45423869055879,56.01427558919593,59.06685203517687,1.7707609616212883
82,62.36309365628076,60.41312325147435,59.45423869055879,59.68273723886538,2.3164630598897675
83,57.98517790101563,62.36309365628076,60.41312325147435,59.24598181770509,2.4060095557489056
84,56.92900187509643,57.98517790101563,62.36309365628076,59.42892707488519,2.116167172086279
85,56.98135703906583,56.92900187509643,57.98517790101563,58.934350744586595,2.3811543246268996
86,59.174775214145285,56.98135703906583,56.92900187509643,58.686681137120786,2.2496621022323455
87,57.2871945201412,59.174775214145285,56.98135703906583,57.67150130989288,0.9398831933940998
88,54.78965152138353,57.2871945201412,59.174775214145285,57.032396033966464,1.5570733043138272
89,56.03674343080556,54.78965152138353,57.2871945201412,56.853944345108275,1.6216748924983522
90,54.31533995111364,56.03674343080556,54.78965152138353,56.32074092751784,1.9701565089996782
91,55.128273604559304,54.31533995111364,56.03674343080556,55.51144060560065,1.1755528732917697
92,50.82479295324777,55.128273604559304,54.31533995111364,54.21896029222196,1.9991583029840425
93,50.589219941875086,50.82479295324777,55.128273604559304,53.37887397632028,2.5153099770519596
94,49.46353794826926,50.589219941875086,50.82479295324777,52.06423287981302,2.4965634998417547
95,46.32145889911767,49.46353794826926,50.589219941875086,50.465456669413825,3.1647614573285345
96,48.84897274189936,46.32145889911767,49.46353794826926,49.20959649688183,1.8061073458990606
97,47.80450428025035,48.84897274189936,46.32145889911767,48.60553876228234,1.6270441597092906
98,46.34543562076564,47.80450428025035,48.84897274189936,47.75678189806045,1.4283053687658347
99,44.95546679549649,46.34543562076564,47.80450428025035,46.8551676675059,1.5025007396851664
100,81.72904740700548,44.95546679549649,46.34543562076564,53.93668536908346,15.606034186636407
101,42.90800286554046,81.72904740700548,44.95546679549649,52.74849139381168,16.30092946361222
102,42.31582409101104,42.90800286554046,81.72904740700548,51.650755355963824,16.89122273503727
103,40.71858736392094,42.31582409101104,42.90800286554046,50.52538570459488,17.509191994428335
104,41.39916388581145,40.71858736392094,42.31582409101104,49.81412512265787,17.86072287972714
105,42.01114411391238,41.39916388581145,40.71858736392094,41.870544464039256,0.8431439605183256
106,44.544617586293,42.01114411391238,41.39916388581145,42.197867408189765,1.447602546636299
107,40.7828054629618,44.544617586293,42.01114411391238,41.89126368257991,1.5732664935678202
108,40.70573848078061,40.7828054629618,44.544617586293,41.88869390595185,1.5756694669354725
109,39.896745635403896,40.70573848078061,40.7828054629618,41.58821025587034,1.8171201960946226
110,36.16255550389488,39.896745635403896,40.70573848078061,40.41849253386684,2.9843492557729756
111,40.001446367061675,36.16255550389488,39.896745635403896,39.509858290020574,1.913524270375814
112,40.32868312836888,40.001446367061675,36.16255550389488,39.41903382310199,1.8476427363745862
113,45.38629172594968,40.32868312836888,40.001446367061675,40.355144472135805,3.2873308698678447
114,40.42199281379099,45.38629172594968,40.32868312836888,40.46019390781322,3.2773975681754117
115,41.84857293778294,40.42199281379099,45.38629172594968,41.597397394590836,2.2336674387572657
116,41.70229051090242,41.84857293778294,40.42199281379099,41.937566223358985,2.0519776820855213
117,40.042808085570606,41.70229051090242,41.84857293778294,41.88039121479933,2.1111435473730626
118,45.35039478125882,40.042808085570606,41.70229051090242,41.873211825861155,2.096248849104593
119,45.322494943003214,45.35039478125882,40.042808085570606,42.8533122517036,2.3751615801358303
120,46.21633471408174,45.322494943003214,45.35039478125882,43.72686460696336,2.694926739896447
121,43.68475044506451,46.21633471408174,45.322494943003214,44.123356593795776,2.45801568280774
122,49.22329579950391,43.68475044506451,46.21633471408174,45.95945413658244,2.0414209039611473
123,44.56397996075743,49.22329579950391,43.68475044506451,45.80217117248216,2.1285148843515707
124,49.51767243311745,44.56397996075743,49.22329579950391,46.64120667050501,2.6541128437562342
125,53.71769227810795,49.51767243311745,44.56397996075743,48.14147818331025,4.0871542442189615
126,48.355157821949994,53.71769227810795,49.51767243311745,49.07555965868735,3.264966121801826
127,50.199724954993876,48.355157821949994,53.71769227810795,49.27084548978534,3.304968001850885
128,52.514400981190676,50.199724954993876,48.355157821949994,50.86092969387199,2.2031502564553502
129,52.26779308314453,52.514400981190676,50.199724954993876,51.41095382387741,2.125898399479695
130,51.10034350613414,52.26779308314453,52.514400981190676,50.88748406948264,1.6943368595171506
131,55.22374059333579,51.10034350613414,52.26779308314453,52.261200623759805,1.899872899256255
132,53.79612771962002,55.22374059333579,51.10034350613414,52.98048117668503,1.5777804680090015
133,57.64288248323639,53.79612771962002,55.22374059333579,54.00617747709417,2.5601784855873237
134,55.56491043105689,57.64288248323639,53.79612771962002,54.66560094667665,2.421338837901311
135,61.13771307555129,55.56491043105689,57.64288248323639,56.67307486056008,2.849515059114703
136,57.02511156389249,61.13771307555129,55.56491043105689,57.03334905467142,2.7319094437826514
137,58.415424390673266,57.02511156389249,61.13771307555129,57.957208388882066,2.0625388936542914
138,61.06399112918039,58.415424390673266,57.02511156389249,58.641430118070865,2.4611363279149763
139,57.25834638108185,61.06399112918039,58.415424390673266,58.980117308075855,2.006437780863299
140,60.360993426156966,57.25834638108185,61.06399112918039,58.82477337819698,1.8189358804539024
141,62.60737939604403,60.360993426156966,57.25834638108185,59.9412269446273,2.125505455134247
142,56.76530005804116,62.60737939604403,60.360993426156966,59.61120207810088,2.514207124118911
143,60.23698735981074,56.76530005804116,62.60737939604403,59.445801324226956,2.4201846002339944
144,60.176343353989616,60.23698735981074,56.76530005804116,60.0294007188085,2.090153418951511
145,60.91259629880145,60.176343353989616,60.23698735981074,60.1397212933374,2.126275665462334
146,56.47401029964888,60.91259629880145,60.176343353989616,58.913047474058374,2.1159306525157047
147,55.816555085260795,56.47401029964888,60.91259629880145,58.7232984795023,2.38243955071371
148,58.92640380498696,55.816555085260795,56.47401029964888,58.46118176853754,2.2422391011696234
149,57.82278284158613,58.92640380498696,55.816555085260795,57.990469666056846,2.0290680900273754
150,57.003864102262916,57.82278284158613,58.92640380498696,57.208723226749136,1.2090697105349437
151,56.404865115593836,57.003864102262916,57.82278284158613,57.194894189938125,1.2199207787863273
152,53.50393744538101,56.404865115593836,57.003864102262916,56.73237066196217,2.037555505937884
153,54.43191312562813,53.50393744538101,56.404865115593836,55.833472526090404,1.8058767890922003
154,53.617328514054385,54.43191312562813,53.50393744538101,54.99238166058406,1.617214691999996
155,50.63597198332523,53.617328514054385,54.43191312562813,53.71880323679652,2.0786875123097235
156,54.809085545283956,50.63597198332523,53.617328514054385,53.39964732273454,1.639226319288963
157,51.027297679682945,54.809085545283956,50.63597198332523,52.90431936959493,1.9454221390739908
158,46.698324503317885,51.027297679682945,54.809085545283956,51.357601645132874,3.136790565122173
159,49.40452140352576,46.698324503317885,51.027297679682945,50.51504022302716,2.937534185149368
160,45.171603492894704,49.40452140352576,46.698324503317885,49.42216652494105,3.777639982651968
161,47.75345503564481,45.171603492894704,49.40452140352576,48.01104042301322,2.285364986123156
162,47.59297129403015,47.75345503564481,45.171603492894704,47.32417514588267,1.5499699104134939
163,42.77811265042879,47.59297129403015,47.75345503564481,46.54013277530484,2.5889674526834274
164,45.54568543500917,42.77811265042879,47.59297129403015,45.76836558160152,2.038203263721093
165,43.70770843018177,45.54568543500917,42.77811265042879,45.47558656905894,2.2404617454459057
166,43.86059953464599,43.70770843018177,45.54568543500917,44.69701546885917,1.9017957902434521
167,45.42216818511043,43.86059953464599,43.70770843018177,44.26285484707523,1.1899703782192352
168,40.63355343217921,45.42216818511043,43.86059953464599,43.83394300342532,1.9818968518634554
169,39.20128754394133,40.63355343217921,45.42216818511043,42.56506342521175,2.558945977344525
170,38.60699622195338,39.20128754394133,40.63355343217921,41.54492098356607,2.972794284497507
171,38.52772937925269,38.60699622195338,39.20128754394133,40.478346952487406,2.889775105354895
172,39.87679592075583,38.52772937925269,38.60699622195338,39.369272499616486,0.8907111192335154
173,40.684559638903174,39.87679592075583,38.52772937925269,39.37947374096128,0.9089167793878733
174,40.62678779395371,40.684559638903174,39.87679592075583,39.66457379096376,1.0514455146176136
175,41.898106443390475,40.62678779395371,40.684559638903174,40.32279583525118,1.2375446636273788
176,40.53755880457457,41.898106443390475,40.62678779395371,40.724761720315556,0.7317861480059973
177,43.78124365640279,40.53755880457457,41.898106443390475,41.50565126744495,1.388896798719955
178,40.79866453866828,43.78124365640279,40.53755880457457,41.528472247397964,1.3728776399003129
179,47.30876721656435,40.79866453866828,43.78124365640279,42.86486813192009,2.7932139791242645
180,43.74146222781325,47.30876721656435,40.79866453866828,43.23353928880464,2.755103186345917
